index,Adj Close,Open,High,Low,Volume
2019-07-11 00:00:00,37300,35450,37450,35450,180588
2019-07-12 00:00:00,36750,37600,37600,36350,89900
2019-07-15 00:00:00,35800,36450,36600,35400,88950
2019-07-16 00:00:00,36100,35800,36450,35650,80339
2019-07-17 00:00:00,35400,36000,36000,35200,82192
2019-07-18 00:00:00,35450,35400,35650,34800,86672
2019-07-19 00:00:00,36450,35600,36950,35600,123094
2019-07-22 00:00:00,36300,36500,36700,35800,74751
2019-07-23 00:00:00,35850,36200,36650,35750,69283
2019-07-24 00:00:00,35500,35850,36350,35400,77508
2019-07-25 00:00:00,34600,35400,35600,34200,117272
2019-07-26 00:00:00,34400,34200,34800,33600,141562
2019-07-29 00:00:00,31950,34100,34300,31700,243107
2019-07-30 00:00:00,31500,31650,32650,31400,241723
2019-07-31 00:00:00,33600,31100,34200,30450,359332
2019-08-01 00:00:00,32200,33850,33850,31800,207163
2019-08-02 00:00:00,31900,31000,33150,30700,328642
2019-08-05 00:00:00,28400,31800,32250,28050,388659
2019-08-06 00:00:00,27950,27600,30700,25600,631921
2019-08-07 00:00:00,28750,28700,30150,28300,320052
2019-08-08 00:00:00,29750,29200,30200,29150,172968
2019-08-09 00:00:00,29800,30150,30500,29400,154082
2019-08-12 00:00:00,30200,29700,30400,28950,160416
2019-08-13 00:00:00,29200,29800,29950,29200,165716
2019-08-14 00:00:00,29250,29600,29800,29100,118290
2019-08-16 00:00:00,29850,29250,30050,29000,158122
2019-08-19 00:00:00,29800,30000,30050,29200,108041
2019-08-20 00:00:00,30750,29600,30850,29350,182793
2019-08-21 00:00:00,31700,30750,32150,30350,221385
2019-08-22 00:00:00,30900,31700,32000,30750,182027
2019-08-23 00:00:00,30350,30500,30650,30050,106023
2019-08-26 00:00:00,28600,29450,29500,28350,256388
2019-08-27 00:00:00,28950,30000,30750,28650,440020
2019-08-28 00:00:00,31500,28800,31850,28800,388806
2019-08-29 00:00:00,31050,31700,31750,30600,212273
2019-08-30 00:00:00,31850,31700,32200,31300,192251
2019-09-02 00:00:00,34300,33800,34600,32500,631072
2019-09-03 00:00:00,33550,34050,34700,33450,190790
2019-09-04 00:00:00,33300,33300,33550,32450,202667
2019-09-05 00:00:00,33100,33550,33600,33100,131426
2019-09-06 00:00:00,32650,33400,33400,32350,135244
2019-09-09 00:00:00,32150,32650,33350,32150,160633
2019-09-10 00:00:00,31850,32150,32550,31450,120157
2019-09-11 00:00:00,32500,32750,32900,32050,129495
2019-09-16 00:00:00,33200,32850,33200,32150,105071
2019-09-17 00:00:00,34250,33300,34750,32850,269779
2019-09-18 00:00:00,33850,34250,34700,33850,120193
2019-09-19 00:00:00,34000,33850,34600,33450,195813
2019-09-20 00:00:00,34150,33800,34400,33650,78831
2019-09-23 00:00:00,33500,33900,33900,33400,69363
2019-09-24 00:00:00,33650,32400,34150,32400,141246
2019-09-25 00:00:00,32950,33650,34100,32800,84139
2019-09-26 00:00:00,33850,33350,34250,32950,111814
2019-09-27 00:00:00,33900,34150,34150,33200,56681
2019-09-30 00:00:00,34000,34000,34150,33300,88178
2019-10-01 00:00:00,36000,33900,36300,33800,360701
2019-10-02 00:00:00,35000,35450,35600,34700,193285
2019-10-04 00:00:00,33800,34700,34800,33800,160371
2019-10-07 00:00:00,35450,34150,35500,33800,195454
2019-10-08 00:00:00,34900,35450,35600,34250,159962
2019-10-10 00:00:00,35400,34900,35500,34150,116475
2019-10-11 00:00:00,34800,35500,35500,34700,88761
2019-10-14 00:00:00,35000,35150,35400,34700,92248
2019-10-15 00:00:00,35050,34900,35350,34900,84746
2019-10-16 00:00:00,35900,35150,36200,35150,164638
2019-10-17 00:00:00,35250,35900,36050,34700,172968
2019-10-18 00:00:00,34300,34800,35250,34150,143506
2019-10-21 00:00:00,33800,34300,34550,33450,133955
2019-10-22 00:00:00,34100,33600,34350,33400,163644
2019-10-23 00:00:00,35850,34000,36100,34000,372992
2019-10-24 00:00:00,35200,36000,36100,34750,163833
2019-10-25 00:00:00,34300,35000,35200,34200,132468
2019-10-28 00:00:00,34700,34350,34900,34350,98248
2019-10-29 00:00:00,34700,34700,35300,34350,153892
2019-10-30 00:00:00,33700,34650,34650,33400,170039
2019-10-31 00:00:00,33600,33750,34150,33450,135517
2019-11-01 00:00:00,33750,33600,33850,33450,101734
2019-11-04 00:00:00,33950,33850,34300,33700,117145
2019-11-05 00:00:00,34900,34100,35100,33500,222630
2019-11-06 00:00:00,35200,34950,35600,34600,213889
2019-11-07 00:00:00,34550,35200,35300,34300,119893
2019-11-08 00:00:00,33700,34800,35200,33500,204213
2019-11-11 00:00:00,33650,33800,34100,33550,77903
2019-11-12 00:00:00,33700,33600,33950,33250,115214
2019-11-13 00:00:00,33350,33700,33700,33150,93594
2019-11-14 00:00:00,33600,33400,34000,33300,93779
2019-11-15 00:00:00,33250,33600,33600,32850,132818
2019-11-18 00:00:00,32750,33500,33500,32500,110468
2019-11-19 00:00:00,31900,32750,32750,31550,166277
2019-11-20 00:00:00,30850,31900,32150,30500,198555
2019-11-21 00:00:00,29400,30850,31000,29250,259456
2019-11-22 00:00:00,29600,29200,29950,29150,160293
2019-11-25 00:00:00,30200,29900,30600,29750,126119
2019-11-26 00:00:00,30350,30200,30350,29750,103954
2019-11-27 00:00:00,29900,30200,30400,29800,82691
2019-11-28 00:00:00,30500,29750,30600,29750,93130
2019-11-29 00:00:00,31000,30700,31900,30350,181457
2019-12-02 00:00:00,31300,31000,31750,31000,114717
2019-12-03 00:00:00,30600,30800,30950,30150,89515
2019-12-04 00:00:00,30550,30100,30800,30000,67626
2019-12-05 00:00:00,31500,30450,31650,30350,164237
2019-12-06 00:00:00,31600,31700,31800,31200,84948
2019-12-09 00:00:00,31450,31500,31550,30900,54755
2019-12-10 00:00:00,31400,31450,31550,30700,75741
2019-12-11 00:00:00,31550,31400,31700,31000,63877
2019-12-12 00:00:00,31450,31700,31750,31250,121172
2019-12-13 00:00:00,32900,31850,33000,31800,296660
2019-12-16 00:00:00,32400,32600,32750,31850,122424
2019-12-17 00:00:00,32400,32400,32450,32050,73979
2019-12-18 00:00:00,31800,32400,32500,31750,94654
2019-12-19 00:00:00,31950,31900,32550,31700,136709
2019-12-20 00:00:00,31550,31950,32150,31500,99727
2019-12-23 00:00:00,32150,31550,32400,31550,202735
2019-12-24 00:00:00,32600,32700,32900,32300,282971
2019-12-26 00:00:00,33000,32800,33100,32150,250321
2019-12-27 00:00:00,34550,33100,34650,32900,352487
2019-12-30 00:00:00,35600,34800,35650,34350,244390
2020-01-02 00:00:00,36350,35700,36350,35300,271736
2020-01-03 00:00:00,35200,36050,36100,35200,240187
2020-01-06 00:00:00,34050,34450,34950,33850,198541
2020-01-07 00:00:00,33850,34100,34600,33700,132585
2020-01-08 00:00:00,32400,33650,33650,32250,273651
2020-01-09 00:00:00,33200,33300,33550,32750,131405
2020-01-10 00:00:00,33850,33400,33950,32950,125065
2020-01-13 00:00:00,33250,33650,33950,33200,135613
2020-01-14 00:00:00,32400,33250,33600,32250,216577
2020-01-15 00:00:00,32150,32400,32650,31900,138554
2020-01-16 00:00:00,32450,32050,32500,32050,89450
2020-01-17 00:00:00,32250,32800,32800,32100,84748
2020-01-20 00:00:00,32500,32150,32500,31450,229747
2020-01-21 00:00:00,32000,32700,32850,31700,183909
2020-01-22 00:00:00,32000,31800,32400,31700,67744
2020-01-23 00:00:00,31400,32000,32050,30850,189261
2020-01-28 00:00:00,30400,30000,31000,30000,138357
2020-01-29 00:00:00,30450,30500,31250,30350,91914
2020-01-30 00:00:00,29000,30600,30800,28800,245249
2020-01-31 00:00:00,28900,29300,29750,28550,190713
2020-02-03 00:00:00,28750,27700,29100,27650,184234
2020-02-04 00:00:00,32050,29500,33000,29500,732962
2020-02-05 00:00:00,33800,32500,34450,31900,523482
2020-02-06 00:00:00,34050,33900,34600,33550,229224
2020-02-07 00:00:00,33900,34250,34250,33500,104557
2020-02-10 00:00:00,34300,33250,34300,33050,131838
2020-02-11 00:00:00,35450,34600,36200,34600,425760
2020-02-12 00:00:00,34950,35500,36050,34600,231511
2020-02-13 00:00:00,35500,34950,36350,34750,221566
2020-02-14 00:00:00,36000,35600,36150,35050,197104
2020-02-17 00:00:00,37350,36000,37850,36000,351496
2020-02-18 00:00:00,37100,37650,37750,36250,216330
2020-02-19 00:00:00,43700,41450,44100,40200,2538617
2020-02-20 00:00:00,43600,43200,44200,42050,721285
2020-02-21 00:00:00,43200,43300,44950,42250,524081
2020-02-24 00:00:00,40950,42450,42500,40650,465046
2020-02-25 00:00:00,42400,40900,42750,40200,488884
2020-02-26 00:00:00,43100,41650,43750,41000,424758
2020-02-27 00:00:00,42000,42900,44200,41350,511480
2020-02-28 00:00:00,39500,40950,41550,38850,513505
2020-03-02 00:00:00,40400,40400,40600,39200,262029
2020-03-03 00:00:00,41000,41500,42150,40550,371479
2020-03-04 00:00:00,41950,41000,42050,40750,269953
2020-03-05 00:00:00,42850,42500,44150,42250,652866
2020-03-06 00:00:00,44200,42700,44200,42300,449259
2020-03-09 00:00:00,42300,43200,45200,42200,602591
2020-03-10 00:00:00,41500,41650,42100,40050,403925
2020-03-11 00:00:00,40500,41500,41900,39600,500261
2020-03-12 00:00:00,41150,39950,41500,37800,730560
2020-03-13 00:00:00,40650,37900,43000,33100,1166324
2020-03-16 00:00:00,34050,41600,41600,34050,808031
2020-03-17 00:00:00,34200,31000,36200,30950,936347
2020-03-18 00:00:00,30500,34200,34600,30100,669141
2020-03-19 00:00:00,21850,32000,32050,21350,3043512
2020-03-20 00:00:00,24950,23000,25850,22500,1747146
2020-03-23 00:00:00,23550,22600,24700,22200,1105125
2020-03-24 00:00:00,27950,24850,27950,24550,1339315
2020-03-25 00:00:00,29350,29100,29900,27950,910191
2020-03-26 00:00:00,29600,29250,32200,28500,1003851
2020-03-27 00:00:00,30000,31100,31500,28400,659002
2020-03-30 00:00:00,31200,29000,31350,28650,631693
2020-03-31 00:00:00,32350,32300,33100,31300,754584
2020-04-01 00:00:00,30750,32050,32800,30600,429535
2020-04-02 00:00:00,31450,30800,31600,29550,413454
2020-04-03 00:00:00,31150,31450,31600,30350,321515
2020-04-06 00:00:00,31450,31550,31750,30950,464985
2020-04-07 00:00:00,33050,32400,33800,32050,826339
2020-04-08 00:00:00,33050,33100,33800,32450,412493
2020-04-09 00:00:00,33150,33700,33700,32600,243108
2020-04-10 00:00:00,33750,33400,34650,32750,701696
2020-04-13 00:00:00,32200,34900,34900,31800,638827
2020-04-14 00:00:00,32300,32500,32800,32050,297687
2020-04-16 00:00:00,32200,31850,32300,31200,301830
2020-04-17 00:00:00,32400,32850,33100,32150,261470
2020-04-20 00:00:00,33150,32400,33500,31800,299307
2020-04-21 00:00:00,32300,33000,33650,31300,409981
2020-04-22 00:00:00,31750,31550,31750,30950,323238
2020-04-23 00:00:00,31900,31950,32000,31550,183256
2020-04-24 00:00:00,30550,31700,31700,30400,318345
2020-04-27 00:00:00,31150,30600,31250,30400,187651
2020-04-28 00:00:00,31250,31200,31900,30400,298175
2020-04-29 00:00:00,30750,31250,31300,30650,182005
2020-05-04 00:00:00,30600,30150,31150,30100,147320
2020-05-06 00:00:00,32000,31000,32150,30400,301705
2020-05-07 00:00:00,31950,31800,32250,31450,177704
2020-05-08 00:00:00,36000,32700,37450,32400,2925485
2020-05-11 00:00:00,37150,36300,38000,35500,824093
2020-05-12 00:00:00,37400,37750,38250,36400,587693
2020-05-13 00:00:00,39950,37350,40600,37000,1075279
2020-05-14 00:00:00,38400,40100,41000,37900,1027979
