index,Adj Close,Open,High,Low,Volume
2017-06-27 00:00:00,14850,14900,15300,14600,398038
2017-06-28 00:00:00,14600,14700,14750,14400,193059
2017-06-29 00:00:00,14600,14650,14850,14450,145857
2017-06-30 00:00:00,15050,14400,15150,14350,287201
2017-07-03 00:00:00,15350,15000,15750,15000,565238
2017-07-04 00:00:00,14900,15350,15600,14700,443067
2017-07-05 00:00:00,14750,14750,14950,14650,162003
2017-07-06 00:00:00,14800,14800,15250,14750,240712
2017-07-07 00:00:00,15000,14800,15300,14800,216511
2017-07-10 00:00:00,14650,15000,15000,14450,176601
2017-07-11 00:00:00,14550,14650,14750,14350,182783
2017-07-12 00:00:00,14150,14450,14500,13950,261434
2017-07-13 00:00:00,14000,14250,14250,13650,368588
2017-07-14 00:00:00,13850,14200,14250,13850,189592
2017-07-17 00:00:00,14100,13800,14400,13750,291492
2017-07-18 00:00:00,14450,14100,14600,13950,220842
2017-07-19 00:00:00,14100,14450,14600,14000,282771
2017-07-20 00:00:00,14100,14150,14200,13900,225470
2017-07-21 00:00:00,14050,14250,14400,13900,215228
2017-07-24 00:00:00,14100,14050,14300,13900,162387
2017-07-25 00:00:00,13900,14000,14250,13900,178798
2017-07-26 00:00:00,14000,14000,14200,13900,144519
2017-07-27 00:00:00,13900,14000,14150,13900,95770
2017-07-28 00:00:00,13400,13850,13900,13300,253364
2017-07-31 00:00:00,13700,13450,13700,12900,174538
2017-08-01 00:00:00,13600,13750,13950,13600,113208
2017-08-02 00:00:00,13500,13650,13800,13400,109515
2017-08-03 00:00:00,13050,13450,13550,12650,233264
2017-08-04 00:00:00,12900,12950,13250,12700,164151
2017-08-07 00:00:00,13200,12900,13450,12750,178638
2017-08-08 00:00:00,13200,13250,13450,13050,86938
2017-08-09 00:00:00,13950,13250,14000,12850,399939
2017-08-10 00:00:00,13350,13800,14250,12950,429747
2017-08-11 00:00:00,12700,13000,13300,12650,301287
2017-08-14 00:00:00,12850,12950,12950,12700,87346
2017-08-16 00:00:00,12700,12900,13050,12550,170307
2017-08-17 00:00:00,12600,12700,12900,12550,120997
2017-08-18 00:00:00,12550,12500,12650,12400,105276
2017-08-21 00:00:00,12400,12650,12700,12200,115002
2017-08-22 00:00:00,12150,12400,12450,12100,137910
2017-08-23 00:00:00,12350,12250,12450,12100,132322
2017-08-24 00:00:00,12300,12350,12700,12300,105685
2017-08-25 00:00:00,12700,12350,12900,12300,159949
2017-08-28 00:00:00,13350,12900,13400,12800,213709
2017-08-29 00:00:00,13200,13150,13400,13100,113953
2017-08-30 00:00:00,13050,13100,13400,13050,70200
2017-08-31 00:00:00,12950,13100,13250,12850,87491
2017-09-01 00:00:00,13500,12950,13650,12950,270943
2017-09-04 00:00:00,13050,13000,13350,12950,228242
2017-09-05 00:00:00,12700,13200,13200,12600,183257
2017-09-06 00:00:00,12800,12750,12950,12550,116792
2017-09-07 00:00:00,13350,12950,13350,12750,130672
2017-09-08 00:00:00,13100,13400,13400,13000,111239
2017-09-11 00:00:00,12900,13050,13250,12850,160031
2017-09-12 00:00:00,12950,12950,13050,12800,200778
2017-09-13 00:00:00,12650,13000,13050,12650,159049
2017-09-14 00:00:00,13500,12600,13750,12450,524808
2017-09-15 00:00:00,13300,13550,14050,13150,446353
2017-09-18 00:00:00,13550,13300,13800,13150,246235
2017-09-19 00:00:00,13350,13600,13750,13300,106168
2017-09-20 00:00:00,13300,13450,13600,13150,177055
2017-09-21 00:00:00,12900,13450,13450,12850,221718
2017-09-22 00:00:00,12550,12900,12950,12450,153347
2017-09-25 00:00:00,12350,12400,12750,12250,130528
2017-09-26 00:00:00,12400,12300,12550,12150,95584
2017-09-27 00:00:00,12650,12400,12850,12300,79031
2017-09-28 00:00:00,12450,12650,12750,12450,60480
2017-09-29 00:00:00,12550,12500,12700,12400,52527
2017-10-10 00:00:00,12600,12600,12850,12550,48609
2017-10-11 00:00:00,13050,12550,13150,12550,139566
2017-10-12 00:00:00,13400,13200,13700,12950,227638
2017-10-13 00:00:00,13400,13600,13900,13250,314642
2017-10-16 00:00:00,12950,13700,13700,12850,189151
2017-10-17 00:00:00,12650,12850,13000,12550,185029
2017-10-18 00:00:00,13450,12700,13600,12700,481821
2017-10-19 00:00:00,13300,13500,13500,12950,219627
2017-10-20 00:00:00,13100,13500,13700,13000,365024
2017-10-23 00:00:00,13150,13300,13400,13050,186350
2017-10-24 00:00:00,13200,13100,13300,12950,151084
2017-10-25 00:00:00,13100,13300,13300,13000,116522
2017-10-26 00:00:00,13000,13200,13450,12900,175877
2017-10-27 00:00:00,13100,13000,13150,12900,99999
2017-10-30 00:00:00,13150,13100,13450,13050,162852
2017-10-31 00:00:00,13050,13100,13350,13050,91906
2017-11-01 00:00:00,12950,13100,13100,12800,188288
2017-11-02 00:00:00,12700,13100,13100,12650,210600
2017-11-03 00:00:00,12850,12800,12950,12650,134881
2017-11-06 00:00:00,14200,12850,14850,12650,1483234
2017-11-07 00:00:00,14250,14250,14550,13850,537421
2017-11-08 00:00:00,14350,14200,14550,14000,428116
2017-11-09 00:00:00,14100,14350,14650,14100,434716
2017-11-10 00:00:00,13800,14050,14200,13800,265767
2017-11-13 00:00:00,14650,13700,14700,13700,758962
2017-11-14 00:00:00,14850,14800,14900,14350,470458
2017-11-15 00:00:00,14800,14800,15150,14550,899043
2017-11-16 00:00:00,14500,15000,15150,14300,636486
2017-11-17 00:00:00,14050,14450,14500,14000,842534
2017-11-20 00:00:00,14000,14100,14400,13900,834438
2017-11-21 00:00:00,14100,14100,14400,13850,930677
2017-11-22 00:00:00,13350,14100,14200,13200,921950
2017-11-23 00:00:00,13550,13400,13600,13150,658431
2017-11-24 00:00:00,13100,13550,13550,13050,375939
2017-11-27 00:00:00,13200,13200,13350,13100,257871
2017-11-28 00:00:00,12850,13200,13500,12800,480818
2017-11-29 00:00:00,12950,12900,13150,12750,307195
2017-11-30 00:00:00,12650,13000,13000,12650,262924
2017-12-01 00:00:00,13200,12800,13250,12650,315092
2017-12-04 00:00:00,13250,13250,13450,13000,252284
2017-12-05 00:00:00,13100,13100,13350,12950,269858
2017-12-06 00:00:00,13950,13150,14550,13150,2085561
2017-12-07 00:00:00,14500,14050,14700,13750,1198339
2017-12-08 00:00:00,14200,14600,14850,13800,758034
2017-12-11 00:00:00,14900,14200,14900,14100,724460
2017-12-12 00:00:00,15150,15000,15650,14750,1019090
2017-12-13 00:00:00,15000,15400,15550,14750,625496
2017-12-14 00:00:00,15400,15000,15400,14650,590258
2017-12-15 00:00:00,15400,15500,15550,15100,450073
2017-12-18 00:00:00,15050,15350,15350,14800,435608
2017-12-19 00:00:00,14700,14750,14950,14450,421182
2017-12-20 00:00:00,15150,14450,15400,14450,457649
2017-12-21 00:00:00,14650,15050,15300,14600,357467
2017-12-22 00:00:00,14550,14750,15100,14400,392356
2017-12-26 00:00:00,15100,14600,15350,14600,621645
2017-12-27 00:00:00,15400,15300,15550,15200,438010
2017-12-28 00:00:00,15450,15400,15550,15150,263642
2018-01-02 00:00:00,18400,15500,19000,15500,1708373
2018-01-03 00:00:00,18650,18450,19200,18050,851460
2018-01-04 00:00:00,18600,18500,19500,18500,696091
2018-01-05 00:00:00,20300,18900,20300,18700,926624
2018-01-08 00:00:00,21800,20700,23500,20150,1763377
2018-01-09 00:00:00,20650,21950,22000,20250,1317964
2018-01-10 00:00:00,22850,21000,23200,20200,1375755
2018-01-11 00:00:00,25400,23150,29150,23000,4286166
2018-01-12 00:00:00,26900,26200,28400,25100,1798810
2018-01-15 00:00:00,29350,28400,29350,27300,1089229
2018-01-16 00:00:00,28150,29250,29250,27700,844901
2018-01-17 00:00:00,27950,28600,29550,26800,823754
2018-01-18 00:00:00,27850,28200,28550,27100,414278
2018-01-19 00:00:00,27900,28000,28400,27450,317638
2018-01-22 00:00:00,28150,28000,28500,27250,483214
2018-01-23 00:00:00,32150,28000,33200,27650,1537238
2018-01-24 00:00:00,32450,32300,33350,31650,479756
2018-01-25 00:00:00,34150,32000,36400,31900,1124859
2018-01-26 00:00:00,36700,34350,36900,34350,724522
2018-01-29 00:00:00,37700,38000,39150,36500,668225
2018-01-30 00:00:00,39800,37800,40700,36900,869028
2018-01-31 00:00:00,39750,38500,40700,38250,402334
2018-02-01 00:00:00,39750,40450,41300,38800,379105
2018-02-02 00:00:00,39250,40700,40900,39000,287021
2018-02-05 00:00:00,35150,37550,38100,33900,925419
2018-02-06 00:00:00,33750,32000,34300,30100,1652227
2018-02-07 00:00:00,34350,35650,38450,34150,1130455
2018-02-08 00:00:00,37000,34350,37000,34200,611183
2018-02-09 00:00:00,36000,35300,37500,34500,630962
2018-02-12 00:00:00,35200,36950,37500,35200,410543
2018-02-13 00:00:00,35350,35700,36900,34550,425946
2018-02-14 00:00:00,39150,36000,39900,35850,819708
2018-02-19 00:00:00,45500,39700,45500,39700,1265059
2018-02-20 00:00:00,37500,46950,48750,32400,6665949
2018-02-21 00:00:00,38800,37900,39150,34700,3073240
2018-02-22 00:00:00,38200,38300,40200,37600,1759379
2018-02-23 00:00:00,36700,38500,38600,35800,1154987
2018-02-26 00:00:00,35400,37100,37350,35400,1121806
2018-02-27 00:00:00,34700,35800,36200,34150,783575
2018-02-28 00:00:00,35250,34250,36700,34200,816728
2018-03-02 00:00:00,36500,35000,36600,34200,457641
2018-03-05 00:00:00,35650,37000,37100,35400,398092
2018-03-06 00:00:00,36000,35650,36850,35200,288377
2018-03-07 00:00:00,38000,36200,39500,36000,1336310
2018-03-08 00:00:00,40000,38550,40200,38400,841075
2018-03-09 00:00:00,40000,40450,40700,39100,663161
2018-03-12 00:00:00,43950,40350,45500,39800,1681108
2018-03-13 00:00:00,42250,44200,44800,41800,732149
2018-03-14 00:00:00,43250,42500,43900,41100,523084
2018-03-15 00:00:00,43400,43000,44800,42800,446408
2018-03-16 00:00:00,43700,43800,44650,43350,432645
2018-03-19 00:00:00,40800,43400,43700,39550,838451
2018-03-20 00:00:00,40800,40100,42350,40100,326621
2018-03-21 00:00:00,39900,41500,42300,39900,467576
2018-03-22 00:00:00,39350,39350,40800,37500,587898
2018-03-23 00:00:00,36850,38000,39350,36850,537085
2018-03-26 00:00:00,38450,37200,38700,36900,428613
2018-03-27 00:00:00,40100,39850,40600,39200,438897
2018-03-28 00:00:00,38750,39550,40100,38550,288612
2018-03-29 00:00:00,39100,38850,40200,38600,342917
2018-03-30 00:00:00,38900,39600,40000,38750,273018
2018-04-02 00:00:00,38200,38750,39350,37950,267272
2018-04-03 00:00:00,42450,38050,43200,37950,1368283
2018-04-04 00:00:00,43700,43000,44950,42200,1049559
2018-04-05 00:00:00,43000,44700,45700,42200,717285
2018-04-06 00:00:00,49500,42700,50700,42700,2927370
2018-04-09 00:00:00,51400,50500,52700,48900,1560519
2018-04-10 00:00:00,50500,50000,51200,49100,783473
2018-04-11 00:00:00,49800,51100,51200,49400,528823
2018-04-12 00:00:00,46150,49250,49700,45850,1095839
2018-04-13 00:00:00,50200,46350,51700,46100,1000477
2018-04-16 00:00:00,50300,50900,52800,49500,763626
2018-04-17 00:00:00,49600,50600,50900,48850,403754
2018-04-18 00:00:00,47500,50100,52100,47050,927822
2018-04-19 00:00:00,46200,47500,48400,44900,540931
2018-04-20 00:00:00,48250,46800,49700,46300,592916
2018-04-23 00:00:00,48250,48250,49100,46900,277586
2018-04-24 00:00:00,47350,48000,49400,46800,267374
2018-04-25 00:00:00,46600,46850,48250,46100,303315
2018-04-26 00:00:00,47900,47100,48400,47000,244995
2018-04-27 00:00:00,48200,48500,48550,47300,240996
2018-04-30 00:00:00,46500,47950,48800,45450,376104
2018-05-02 00:00:00,44900,44550,46950,43800,362389
2018-05-03 00:00:00,44350,45300,46400,44350,231477
2018-05-04 00:00:00,43800,44400,45500,42850,268557
2018-05-08 00:00:00,41900,44000,45100,41800,276007
2018-05-09 00:00:00,43200,41050,43450,39450,423326
2018-05-10 00:00:00,45150,43000,47000,42050,615269
2018-05-11 00:00:00,45300,45400,47000,44700,315993
2018-05-14 00:00:00,45800,45850,46550,44550,280043
2018-05-15 00:00:00,43800,46600,47350,42700,339899
2018-05-16 00:00:00,42000,43750,44200,39550,322867
2018-05-17 00:00:00,41700,42000,42800,41000,205764
2018-05-18 00:00:00,42600,42000,43750,42000,194806
2018-05-21 00:00:00,44200,42800,44400,42750,245974
2018-05-23 00:00:00,44800,44000,44800,42450,322832
2018-05-24 00:00:00,45300,44400,45850,44400,268101
2018-05-25 00:00:00,45800,45300,46750,44900,394745
2018-05-28 00:00:00,46800,44600,47950,44600,314229
2018-05-29 00:00:00,45500,47200,47600,44800,291221
2018-05-30 00:00:00,45550,45500,45750,44000,300895
2018-05-31 00:00:00,45000,45900,46200,44350,313158
2018-06-01 00:00:00,47750,44900,47750,44700,576182
2018-06-04 00:00:00,45700,48000,48000,45550,458514
2018-06-05 00:00:00,43050,46000,46300,42700,522924
2018-06-07 00:00:00,45350,43400,45950,42950,318157
2018-06-08 00:00:00,43950,45500,45600,43500,208210
2018-06-11 00:00:00,43800,43950,44350,42850,157396
2018-06-12 00:00:00,44000,43800,44500,43200,199910
2018-06-14 00:00:00,43200,43200,44200,42250,845689
2018-06-15 00:00:00,43450,43400,43650,42150,220110
2018-06-18 00:00:00,40700,42550,43400,40200,320328
2018-06-19 00:00:00,37000,40050,41200,37000,418534
2018-06-20 00:00:00,39100,37000,39750,37000,356393
2018-06-21 00:00:00,37950,38700,39700,37100,311821
2018-06-22 00:00:00,36250,37500,37750,34850,637530
2018-06-25 00:00:00,35650,36300,36800,35500,236444
2018-06-26 00:00:00,35650,34600,36150,34400,319009
2018-06-27 00:00:00,34550,35400,36250,34550,236979
2018-06-28 00:00:00,32850,33850,34450,32750,538981
2018-06-29 00:00:00,34700,33200,35000,32750,361702
2018-07-02 00:00:00,36350,34850,38200,34650,762329
2018-07-03 00:00:00,39200,36850,40500,36850,727318
2018-07-04 00:00:00,39800,39600,40300,38200,362107
2018-07-05 00:00:00,39500,39750,40800,38450,256545
2018-07-06 00:00:00,40000,39550,40250,38400,227306
2018-07-09 00:00:00,40850,40350,42150,40000,404380
2018-07-10 00:00:00,42400,41400,43750,41250,573654
2018-07-11 00:00:00,42450,42100,43600,41950,301204
2018-07-12 00:00:00,42750,42450,43250,39450,623830
2018-07-13 00:00:00,44100,42600,44800,41300,465982
2018-07-16 00:00:00,43350,45000,45650,42650,394639
2018-07-17 00:00:00,42800,43450,44300,42700,186499
2018-07-18 00:00:00,40750,42800,43150,40200,364684
2018-07-19 00:00:00,39500,40700,41400,39450,256873
2018-07-20 00:00:00,39750,39350,41200,39300,381862
2018-07-23 00:00:00,37950,40100,40550,37950,228598
2018-07-24 00:00:00,38050,38200,39100,37800,154776
2018-07-25 00:00:00,35850,38150,38650,35250,466913
2018-07-26 00:00:00,38000,36000,38200,35600,248392
2018-07-27 00:00:00,39850,37600,40000,37200,299956
2018-07-30 00:00:00,39550,39600,40400,38700,144828
2018-07-31 00:00:00,39250,39650,40150,38850,111399
2018-08-01 00:00:00,41300,39900,41350,39550,225918
2018-08-02 00:00:00,40000,41400,41600,39450,254576
2018-08-03 00:00:00,42250,40450,42350,40200,270793
2018-08-06 00:00:00,41800,42550,43550,41200,246414
2018-08-07 00:00:00,41300,42000,42450,40650,204642
2018-08-08 00:00:00,41300,41800,42050,40900,133955
2018-08-09 00:00:00,42450,41350,42900,41050,236447
2018-08-10 00:00:00,42100,42100,43150,41500,180342
2018-08-13 00:00:00,39850,41800,41800,39800,246099
2018-08-14 00:00:00,40250,39800,41500,39550,225983
2018-08-16 00:00:00,39900,39300,40250,37500,264189
2018-08-17 00:00:00,40750,40200,41550,39950,257903
2018-08-20 00:00:00,40350,41250,41650,40200,131549
2018-08-21 00:00:00,42100,40550,42300,40550,345567
2018-08-22 00:00:00,41500,42500,42850,41450,164411
2018-08-23 00:00:00,42400,41800,42400,40850,236367
2018-08-24 00:00:00,43100,41800,43450,39950,575244
2018-08-27 00:00:00,43300,43700,44400,43050,381812
2018-08-28 00:00:00,47300,44100,48000,43800,1486174
2018-08-29 00:00:00,45750,47650,47800,45000,932439
2018-08-30 00:00:00,45600,45400,45750,44400,359194
2018-08-31 00:00:00,45900,45750,46900,45250,529571
2018-09-03 00:00:00,44800,46250,46250,44550,363224
2018-09-04 00:00:00,45850,45250,46150,44600,292453
2018-09-05 00:00:00,44600,45650,46150,44450,311184
2018-09-06 00:00:00,43200,44200,44700,43100,355003
2018-09-07 00:00:00,43450,42800,44950,42800,239294
2018-09-10 00:00:00,43050,43100,43900,42500,224287
2018-09-11 00:00:00,44000,42850,44150,42650,198215
2018-09-12 00:00:00,44700,44300,44900,43900,251212
2018-09-13 00:00:00,43900,45250,45300,43300,242251
2018-09-14 00:00:00,46200,43900,47000,43350,704570
2018-09-17 00:00:00,46400,46400,46600,45250,286116
2018-09-18 00:00:00,50400,46600,50500,46000,1326224
2018-09-19 00:00:00,49100,50200,50300,48400,603562
2018-09-20 00:00:00,48150,49400,50800,47700,651367
2018-09-21 00:00:00,48600,48150,48600,46950,319754
2018-09-27 00:00:00,49050,47050,49400,46700,393332
2018-09-28 00:00:00,47900,48600,49500,47600,250294
2018-10-01 00:00:00,46400,48000,48050,46000,265009
2018-10-02 00:00:00,45300,46200,47350,45250,280680
2018-10-04 00:00:00,45200,45300,46200,44550,246085
2018-10-05 00:00:00,45600,44500,46400,43300,405250
2018-10-08 00:00:00,44100,45600,46500,43900,219591
2018-10-10 00:00:00,43500,44600,44900,43500,198695
2018-10-11 00:00:00,40000,41500,42600,40000,396306
2018-10-12 00:00:00,40800,39600,41600,39600,286100
2018-10-15 00:00:00,40750,41200,42600,40250,251274
2018-10-16 00:00:00,41450,41700,42300,40950,152488
2018-10-17 00:00:00,41400,42350,42600,40850,171191
2018-10-18 00:00:00,39900,40700,41400,39800,220069
2018-10-19 00:00:00,40450,40000,40550,38450,299291
2018-10-22 00:00:00,39700,40150,40150,38750,188368
2018-10-23 00:00:00,38200,39400,40050,38000,236925
2018-10-24 00:00:00,36550,38600,39050,36300,251624
2018-10-25 00:00:00,35400,35000,36300,33950,494323
2018-10-26 00:00:00,34500,36000,36300,33900,280751
2018-10-29 00:00:00,30900,34550,35650,30900,504922
2018-10-30 00:00:00,31650,30150,32550,29200,945077
2018-10-31 00:00:00,31850,32200,32650,31500,322777
2018-11-01 00:00:00,32650,32300,34800,32150,471815
2018-11-02 00:00:00,35300,33500,35450,33050,349197
2018-11-05 00:00:00,36400,35050,37600,34400,470157
2018-11-06 00:00:00,36900,36850,37400,36250,291678
2018-11-07 00:00:00,36300,37300,38100,35600,335938
2018-11-08 00:00:00,36350,37250,37500,36200,228156
2018-11-09 00:00:00,35000,35750,36100,34500,212403
2018-11-12 00:00:00,33700,34100,34200,33200,252505
2018-11-13 00:00:00,35750,32800,36050,32600,290042
2018-11-14 00:00:00,35400,35850,36900,35000,205766
2018-11-15 00:00:00,35550,35000,35650,33950,283653
2018-11-16 00:00:00,37950,37500,39000,37150,780086
2018-11-19 00:00:00,38800,37950,38800,37600,273187
2018-11-20 00:00:00,37650,38300,38700,37500,263886
2018-11-21 00:00:00,38350,36850,38350,36300,199920
2018-11-22 00:00:00,37550,38250,38500,37450,145349
2018-11-23 00:00:00,37150,37800,39500,37100,285087
2018-11-26 00:00:00,39650,37500,39700,37250,354286
2018-11-27 00:00:00,39200,39700,39950,38800,208015
2018-11-28 00:00:00,39200,39600,39900,38900,153680
2018-11-29 00:00:00,39900,39800,40750,39800,359834
2018-11-30 00:00:00,41150,40100,42700,40050,587092
2018-12-03 00:00:00,42900,42150,43800,42150,412440
2018-12-04 00:00:00,42850,42750,43450,42300,225116
2018-12-05 00:00:00,42300,41800,42350,41200,191138
2018-12-06 00:00:00,39950,42400,42400,39950,300723
2018-12-07 00:00:00,41400,40750,41600,40400,209896
2018-12-10 00:00:00,39450,40750,40750,39200,256691
2018-12-11 00:00:00,39350,39950,40600,39200,251744
2018-12-12 00:00:00,41950,39750,41950,39700,287866
2018-12-13 00:00:00,42050,41950,42350,41100,225503
2018-12-14 00:00:00,40100,42000,42000,40000,252714
2018-12-17 00:00:00,36950,39550,39950,36550,478428
2018-12-18 00:00:00,36300,36150,37600,35300,308717
2018-12-19 00:00:00,37350,36400,38050,36250,224971
2018-12-20 00:00:00,37950,36850,39000,36850,269161
2018-12-21 00:00:00,38550,38200,39300,37900,252596
2018-12-24 00:00:00,37750,38500,39150,37650,218147
2018-12-26 00:00:00,37350,36800,37700,35700,420702
2018-12-27 00:00:00,37550,38400,38550,37400,269777
2018-12-28 00:00:00,38000,37500,38250,36950,270880
2019-01-02 00:00:00,36750,38400,38550,36500,214221
2019-01-03 00:00:00,35400,36600,37050,35350,268695
2019-01-04 00:00:00,36400,35200,36500,34850,161090
2019-01-07 00:00:00,35100,37050,37050,34750,334727
2019-01-08 00:00:00,34600,35350,35450,34250,229797
2019-01-09 00:00:00,35200,34850,36100,34800,230701
2019-01-10 00:00:00,36100,35850,36700,35300,254298
2019-01-11 00:00:00,38450,36500,39000,36500,525282
2019-01-14 00:00:00,37300,38150,38650,37250,190184
2019-01-15 00:00:00,37300,37350,38150,37050,173729
2019-01-16 00:00:00,37300,37400,37750,36500,222093
2019-01-17 00:00:00,36500,37050,37950,36500,185883
2019-01-18 00:00:00,37200,36800,37400,36600,102050
2019-01-21 00:00:00,35700,36850,36900,35400,285939
2019-01-22 00:00:00,36000,35500,36450,35450,128087
2019-01-23 00:00:00,35950,35650,36150,35500,87625
2019-01-24 00:00:00,37050,35950,37050,35850,140685
2019-01-25 00:00:00,39450,37100,40750,36550,799472
2019-01-28 00:00:00,39200,39800,40700,39050,418036
2019-01-29 00:00:00,40950,39950,42000,39050,792375
2019-01-30 00:00:00,42750,41200,43400,41200,587320
2019-01-31 00:00:00,45350,43300,45500,43200,606232
2019-02-01 00:00:00,44950,45350,47000,44450,421386
2019-02-07 00:00:00,47300,45000,48050,44850,586101
2019-02-08 00:00:00,47200,47050,48150,46650,260656
2019-02-11 00:00:00,48300,48500,48750,47450,345590
2019-02-12 00:00:00,48000,48450,48450,47000,277177
2019-02-13 00:00:00,49300,47800,49600,47650,390219
2019-02-14 00:00:00,47900,49350,49350,46400,501387
2019-02-15 00:00:00,47950,47550,48300,46900,177499
2019-02-18 00:00:00,47700,49100,49200,47600,296982
2019-02-19 00:00:00,48300,47900,48850,47350,199385
2019-02-20 00:00:00,48400,48250,48800,47950,159455
2019-02-21 00:00:00,50800,48800,52000,48350,887479
2019-02-22 00:00:00,51000,51500,53200,50600,553648
2019-02-25 00:00:00,51500,50700,51900,50100,246264
2019-02-26 00:00:00,50700,51700,51700,50100,202257
2019-02-27 00:00:00,50700,50400,51400,49850,150156
2019-02-28 00:00:00,50800,50600,52900,50100,458421
2019-03-04 00:00:00,51100,51800,52700,51000,254962
2019-03-05 00:00:00,50800,51100,51800,50500,163992
2019-03-06 00:00:00,51200,50900,52300,50100,202517
2019-03-07 00:00:00,49350,51300,51300,49100,258238
2019-03-08 00:00:00,50400,48450,50800,48100,312658
2019-03-11 00:00:00,50500,50400,50600,49350,139187
2019-03-12 00:00:00,51000,50800,51600,50300,271089
2019-03-13 00:00:00,52700,51400,54000,51000,475480
2019-03-14 00:00:00,51000,52800,53400,50700,345587
2019-03-15 00:00:00,49500,51200,51800,49350,454426
2019-03-18 00:00:00,50000,50000,51000,49850,295449
2019-03-19 00:00:00,48500,50100,50500,48200,240352
2019-03-20 00:00:00,49000,48350,49250,48200,188972
2019-03-21 00:00:00,47400,48700,49150,47300,321553
2019-03-22 00:00:00,49700,50000,50000,47700,293975
2019-03-25 00:00:00,48300,48700,49300,48200,137967
2019-03-26 00:00:00,49400,48950,51700,48000,893666
2019-03-27 00:00:00,47700,51000,52000,46800,820360
2019-03-28 00:00:00,45650,47950,48350,45300,398374
2019-03-29 00:00:00,47000,46100,47150,44800,325599
2019-04-01 00:00:00,48950,46600,49300,46600,254982
2019-04-02 00:00:00,50000,49650,50000,48700,238818
2019-04-03 00:00:00,51000,50000,51100,49400,345389
2019-04-04 00:00:00,51000,50800,51400,49950,188989
2019-04-05 00:00:00,49950,51000,51400,49700,155211
2019-04-08 00:00:00,48950,49500,50200,48700,170374
2019-04-09 00:00:00,48850,49300,49300,47850,154069
2019-04-10 00:00:00,49000,48600,49500,48300,105235
2019-04-11 00:00:00,49250,49300,50200,48950,140355
2019-04-12 00:00:00,48500,49400,49700,48300,159973
2019-04-15 00:00:00,47350,48400,48450,47150,317569
2019-04-16 00:00:00,47200,47550,47900,46800,139392
2019-04-17 00:00:00,46450,47250,47500,45800,233161
2019-04-18 00:00:00,45950,46150,46400,45400,191775
2019-04-19 00:00:00,47500,46250,47800,46250,230218
2019-04-22 00:00:00,46350,47900,48350,46200,192745
2019-04-23 00:00:00,46600,46500,46700,45550,75808
2019-04-24 00:00:00,46000,47050,47100,45600,117244
2019-04-25 00:00:00,45900,46150,46750,45500,93689
2019-04-26 00:00:00,45700,45350,46150,44850,284874
2019-04-29 00:00:00,46200,46050,46550,45500,88172
2019-04-30 00:00:00,45750,46100,46750,45350,127972
2019-05-02 00:00:00,45850,45600,46450,45500,132230
2019-05-03 00:00:00,47900,46000,48250,45800,225213
2019-05-07 00:00:00,46700,47000,47400,46550,145152
2019-05-08 00:00:00,46200,46500,47050,45900,139383
2019-05-09 00:00:00,44250,46350,46550,44200,243527
2019-05-10 00:00:00,43600,43750,45000,42850,225626
2019-05-13 00:00:00,41950,43200,43600,41900,185477
2019-05-14 00:00:00,42000,41050,43050,40600,220476
2019-05-15 00:00:00,43750,42450,43900,41600,160928
2019-05-16 00:00:00,41700,43800,43800,41350,187812
2019-05-17 00:00:00,40900,42300,42600,40800,144416
2019-05-20 00:00:00,40150,40650,41200,39300,203674
2019-05-21 00:00:00,40200,40400,41300,40050,190964
2019-05-22 00:00:00,40850,42050,42400,40350,246250
2019-05-23 00:00:00,39950,40850,40900,39800,142541
2019-05-24 00:00:00,38350,39750,39900,37650,297237
2019-05-27 00:00:00,38500,37850,39000,37500,140118
2019-05-28 00:00:00,39750,38500,39800,38500,137533
2019-05-29 00:00:00,38700,39000,39300,38550,110467
2019-05-30 00:00:00,39700,38600,39950,38150,122233
2019-05-31 00:00:00,39700,39400,40150,39100,113492
2019-06-03 00:00:00,38800,39250,39400,38600,123612
2019-06-04 00:00:00,39900,38800,39900,38750,125658
2019-06-05 00:00:00,40000,40700,40700,39600,157144
2019-06-07 00:00:00,39650,40050,40350,39550,73756
2019-06-10 00:00:00,41200,40000,41450,39850,210730
2019-06-11 00:00:00,41200,41400,41550,40650,108566
2019-06-12 00:00:00,40400,41400,41450,40200,87818
2019-06-13 00:00:00,40200,40550,40900,39750,132113
2019-06-14 00:00:00,40400,40250,41200,40250,122891
2019-06-17 00:00:00,39700,40450,40450,39550,120766
2019-06-18 00:00:00,37900,39500,39900,37500,308514
2019-06-19 00:00:00,39300,38200,39850,38000,193846
2019-06-20 00:00:00,42650,39750,42700,39700,496964
2019-06-21 00:00:00,41150,43100,43250,40950,202893
2019-06-24 00:00:00,40000,41000,41000,39700,167417
2019-06-25 00:00:00,39700,39950,40700,39500,142795
2019-06-26 00:00:00,39750,39500,40350,39450,101349
2019-06-27 00:00:00,38150,39800,40050,36900,398106
2019-06-28 00:00:00,37850,37900,39000,37400,188929
2019-07-01 00:00:00,38600,37850,39200,37850,163974
2019-07-02 00:00:00,38700,38600,38800,37800,107380
2019-07-03 00:00:00,37750,38400,38550,37500,130619
2019-07-04 00:00:00,37250,37800,37800,35800,212606
2019-07-05 00:00:00,38150,37250,38300,37250,113918
2019-07-08 00:00:00,36150,38150,38150,36150,125928
2019-07-09 00:00:00,35000,36150,36450,35000,205164
2019-07-10 00:00:00,35350,35000,36050,35000,145961
